,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
938,22a,1976-07-18,6.0,Paris,Paris,Individual time trial,Freddy Maertens,BEL
939,22b,1976-07-18,91.0,Paris,Paris,Half Stage,Gerben Karstens,NED
940,P,1975-06-26,6.0,Charleroi,Charleroi,Individual time trial,Francesco Moser,ITA
941,1a,1975-06-27,94.0,Charleroi,Molenbeek,Plain stage,Cees Priem,NED
942,1b,1975-06-27,109.0,Molenbeek,Roubaix,Plain stage,Rik Van Linden,BEL
943,2,1975-06-28,121.0,Roubaix,Amiens,Plain stage,Ronald de Witte,BEL
944,3,1975-06-29,170.0,Amiens,Versailles,Plain stage,Karel Rottiers,BEL
945,4,1975-06-30,223.0,Versailles,Le Mans,Plain stage,Jacques Esclassan,FRA
946,5,1975-07-02,222.0,Sablé-sur-Sarthe,Merlin-Plage,Plain stage,Theo Smit,NED
947,6,1975-07-02,16.0,Merlin-Plage,Merlin-Plage,Individual time trial,Eddy Merckx,BEL
948,7,1975-07-03,236.0,Saint-Gilles-Croix-de-Vie,Angoulême,Plain stage,Francesco Moser,ITA
949,8,1975-07-04,134.0,Angoulême,Bordeaux,Plain stage,Barry Hoban,GBR
950,9a,1975-07-05,131.0,Langon,Fleurance,Plain stage,Theo Smit,NED
951,9b,1975-07-05,37.0,Fleurance,Auch,Individual time trial,Eddy Merckx,BEL
952,10,1975-07-07,206.0,Auch,Pau,Stage with mountain(s),Felice Gimondi,ITA
953,11,1975-07-08,160.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Joop Zoetemelk,NED
954,12,1975-07-09,242.0,Tarbes,Albi,Plain stage,Gerrie Knetemann,NED
955,13,1975-07-10,260.0,Albi,Super-Lioran,Stage with mountain(s),Michel Pollentier,BEL
956,14,1975-07-11,174.0,Aurillac,Puy de Dôme,Stage with mountain(s),Lucien Van Impe,BEL
957,15,1975-07-13,217.0,Nice,Pra-Loup,Stage with mountain(s),Bernard Thévenet,FRA
958,16,1975-07-14,107.0,Barcelonnette,Serre Chevalier,Stage with mountain(s),Bernard Thévenet,FRA
959,17,1975-07-15,225.0,Valloire,Morzine Avoriaz,Stage with mountain(s),Vicente Lopez-Carril,ESP
960,18,1975-07-16,40.0,Morzine,Châtel,Individual time trial,Lucien Van Impe,BEL
961,19,1975-07-17,229.0,Thonon-les-Bains,Chalon-sur-Saône,Stage with mountain(s),Rik Van Linden,BEL
962,20,1975-07-18,256.0,Pouilly-en-Auxois,Melun,Plain stage,Giacinto Santambrogio,ITA
963,21,1975-07-19,220.0,Melun,Senlis,Plain stage,Rik Van Linden,BEL
964,22,1975-07-20,164.0,Paris,Paris,Plain stage,Walter Godefroot,BEL
965,P,1974-06-27,7.0,Brest,Brest,Individual time trial,Eddy Merckx,BEL
966,1,1974-06-28,144.0,Brest,Saint-Pol-de-Léon,Plain stage,Ercole Gualazzini,ITA
967,2,1974-06-29,164.0,Plymouth,Plymouth,Plain stage,Henk Poppe,NED
968,3,1974-06-30,190.0,Morlaix,Saint-Malo,Plain stage,Patrick Sercu,BEL
969,4,1974-07-01,184.0,Saint-Malo,Caen,Plain stage,Patrick Sercu,BEL
970,5,1974-07-02,165.0,Caen,Dieppe,Plain stage,Ronald de Witte,BEL
971,6a,1974-07-03,239.0,Dieppe,Harelbeke,Plain stage,Jean-Luc Molineris,FRA
973,7,1974-07-04,221.0,Mons,Châlons-sur-Marne,Plain stage,Eddy Merckx,BEL
974,8a,1974-07-05,136.0,Châlons-sur-Marne,Chaumont,Plain stage,Cyrille Guimard,FRA
975,8b,1974-07-05,152.0,Chaumont,Besançon,Plain stage,Patrick Sercu,BEL
976,9,1974-07-06,241.0,Besançon,Gaillard,Stage with mountain(s),Eddy Merckx,BEL
977,10,1974-07-07,131.0,Gaillard,Aix-les-Bains,Stage with mountain(s),Eddy Merckx,BEL
978,11,1974-07-08,199.0,Aix-les-Bains,Serre Chevalier,Stage with mountain(s),Vicente Lopez Carril,ESP
979,12,1974-07-10,231.0,Savines-le-Lac,Orange,Stage with mountain(s),Jos Spruyt,BEL
980,13,1974-07-11,126.0,Avignon,Montpellier,Plain stage,Barry Hoban,GBR
981,14,1974-07-12,249.0,Lodève,Colomiers,Plain stage,Jean-Pierre Genet,FRA
982,15,1974-07-14,225.0,Colomiers,La Seu d'Urgell,Stage with mountain(s),Eddy Merckx,BEL
983,16,1974-07-15,209.0,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Raymond Poulidor,FRA
984,17,1974-07-16,119.0,Saint-Lary-Soulan,La Mongie,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
985,18,1974-07-17,141.0,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
986,19a,1974-07-18,196.0,Pau,Bordeaux,Plain stage,Francis Campaner,FRA
987,19b,1974-07-18,12.0,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
988,20,1974-07-19,120.0,Saint-Gilles-Croix-de-Vie,Nantes,Plain stage,Gerard Vianen,NED
989,21a,1974-07-20,113.0,Vouvray,Orléans,Plain stage,Eddy Merckx,BEL
990,21b,1974-07-20,37.0,Orléans,Orléans,Individual time trial,Michel Pollentier,BEL
991,22,1974-07-21,146.0,Orléans,Paris,Plain stage,Eddy Merckx,BEL
992,P,1973-06-30,7.1,Scheveningen,Scheveningen,Individual time trial,Joop Zoetemelk,NED
993,1a,1973-07-01,84.0,Scheveningen,Rotterdam,Plain stage,Willy Teirlinck,BEL
994,1b,1973-07-01,137.5,Rotterdam,Sint-Niklaas,Plain stage,José Catieau,FRA
996,2b,1973-07-02,138.0,Sint-Niklaas,Roubaix,Plain stage,Eddy Verstraeten,BEL
997,3,1973-07-03,226.0,Roubaix,Reims,Plain stage,Cyrille Guimard,FRA
998,4,1973-07-04,214.0,Reims,Nancy,Plain stage,Joop Zoetemelk,NED
999,5,1973-07-05,188.0,Nancy,Mulhouse,Stage with mountain(s),Walter Godefroot,BEL
1000,6,1973-07-06,244.5,Mulhouse,Divonne-les-Bains,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
1001,7a,1973-07-08,86.5,Divonne-les-Bains,Gaillard,Stage with mountain(s),Luis Ocaña,ESP
1002,7b,1973-07-08,150.5,Gaillard,Méribel,Stage with mountain(s),Bernard Thévenet,FRA
1003,8,1973-07-09,237.5,Moûtiers,Les Orres,Stage with mountain(s),Luis Ocaña,ESP
1004,9,1973-07-10,234.5,Embrun,Nice,Stage with mountain(s),Vicente López Carril,ESP
1005,10,1973-07-11,222.5,Nice,Aubagne,Stage with mountain(s),Michael Wright,GBR
1006,11,1973-07-12,238.0,Montpellier,Argelès-sur-Mer,Plain stage,Barry Hoban,GBR
1007,12a,1973-07-13,28.3,Perpignan,Thuir,Individual time trial,Luis Ocaña,ESP
1008,12b,1973-07-13,76.0,Thuir,Pyrénées 2000,Stage with mountain(s),Lucien Van Impe,BEL
1009,13,1973-07-15,235.0,Bourg-Madame,Luchon,Stage with mountain(s),Luis Ocaña,ESP
1010,14,1973-07-16,227.5,Luchon,Pau,Stage with mountain(s),Pedro Torres,ESP
1011,15,1973-07-17,137.0,Pau,Fleurance,Plain stage,Wilfried David,BEL
1012,16a,1973-07-18,210.0,Fleurance,Bordeaux,Plain stage,Walter Godefroot,BEL
1013,16b,1973-07-18,12.4,Bordeaux,Bordeaux,Individual time trial,Joaquim Agostinho,POR
1014,17,1973-07-19,248.0,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Plain stage,Claude Tollet,FRA
1015,18,1973-07-20,216.5,Brive-la-Gaillarde,Puy de Dôme,Stage with mountain(s),Luis Ocaña,ESP
1016,19,1973-07-21,233.5,Bourges,Versailles,Plain stage,Barry Hoban,GBR
1017,20a,1973-07-22,16.0,Versailles,Versailles,Individual time trial,Luis Ocaña,ESP
1018,20b,1973-07-22,89.0,Versailles,Paris,Plain stage,Bernard Thévenet,FRA
1019,P,1972-07-01,7.2,Angers,Angers,Individual time trial,Eddy Merckx,BEL
1020,1,1972-07-02,235.5,Angers,Saint-Brieuc,Plain stage,Cyrille Guimard,FRA
1021,2,1972-07-03,206.5,Saint-Brieuc,La Baule,Plain stage,Rik Van Linden,BEL
1022,3a,1972-07-04,161.0,Pornichet,Saint-Jean-de-Monts,Plain stage,Ercole Gualazzini,ITA
1024,4,1972-07-05,236.0,Merlin-Plage,Royan,Plain stage,Cyrille Guimard,FRA
1025,5a,1972-07-06,133.5,Royan,Bordeaux,Plain stage,Walter Godefroot,BEL
1026,5b,1972-07-06,12.7,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
1027,6,1972-07-07,205.0,Bordeaux,Bayonne,Plain stage,Leo Duyndam,NED
1028,7,1972-07-09,220.5,Bayonne,Pau,Stage with mountain(s),Yves Hézard,FRA
1029,8,1972-07-10,163.5,Pau,Luchon,Stage with mountain(s),Eddy Merckx,BEL
1030,9,1972-07-11,179.0,Luchon,Colomiers,Hilly stage,Jos Huysmans,BEL
1031,10,1972-07-12,210.0,Castres,La Grande-Motte,Plain stage,Willy Teirlinck,BEL
1032,11,1972-07-13,207.0,Carnon-Plage,Mont Ventoux,Stage with mountain(s),Bernard Thévenet,FRA
1033,12,1972-07-14,192.0,Carpentras,Orcières,Stage with mountain(s),Lucien Van Impe,BEL
1034,13,1972-07-16,201.0,Orcières,Briançon,Stage with mountain(s),Eddy Merckx,BEL
1035,14a,1972-07-17,51.0,Briançon,Valloire,Stage with mountain(s),Eddy Merckx,BEL
1036,14b,1972-07-17,151.0,Valloire,Aix-les-Bains,Stage with mountain(s),Cyrille Guimard,FRA
1037,15,1972-07-18,28.0,Aix-les-Bains,Le Revard,Stage with mountain(s),Cyrille Guimard,FRA
1038,16,1972-07-19,198.5,Aix-les-Bains,Pontarlier,Hilly stage,Willy Teirlinck,BEL
1039,17,1972-07-20,213.0,Pontarlier,Ballon d’Alsace,Hilly stage,Bernard Thévenet,FRA
1040,18,1972-07-21,257.5,Vesoul,Auxerre,Plain stage,Marinus Wagtmans,NED
1041,19,1972-07-22,230.0,Auxerre,Versailles,Plain stage,Joseph Bruyère,BEL
1042,20a,1972-07-23,42.0,Versailles,Versailles,Individual time trial,Eddy Merckx,BEL
1043,20b,1972-07-23,89.0,Versailles,Paris,Plain stage,Willy Teirlinck,BEL
1045,1a,1971-06-27,59.5,Mulhouse,Basel,Stage with mountain(s),Eric Leman,BEL
1046,1b,1971-06-27,90.0,Basel,Freiburg,Plain stage,Gerben Karstens,NED
1047,1c,1971-06-27,74.5,Freiburg,Mulhouse,Plain stage,Albert Van Vlierberghe,BEL
1048,2,1971-06-28,144.0,Mulhouse,Strasbourg,Stage with mountain(s),Eddy Merckx,BEL
1049,3,1971-06-29,165.5,Strasbourg,Nancy,Stage with mountain(s),Rini Wagtmans,NED
1050,4,1971-06-30,242.0,Nancy,Marche-en-Famenne,Plain stage,Jean-Pierre Genet,FRA
1051,5,1971-07-01,208.5,Dinant,Roubaix,Stage with mountain(s),Pietro Guerra,ITA
1052,6a,1971-07-02,127.5,Roubaix,Amiens,Plain stage,Eric Leman,BEL
1053,6b,1971-07-02,133.5,Amiens,Le Touquet,Plain stage,Mauro Simonetti,ITA
1054,7,1971-07-04,257.5,Rungis,Nevers,Plain stage,Eric Leman,BEL
1055,8,1971-07-05,221.0,Nevers,Puy de Dôme,Stage with mountain(s),Luis Ocaña,ESP
1056,9,1971-07-06,153.0,Clermont-Ferrand,Saint-Étienne,Stage with mountain(s),Walter Godefroot,BEL
1057,10,1971-07-07,188.5,Saint-Étienne,Grenoble,Stage with mountain(s),Bernard Thévenet,FRA
1058,11,1971-07-08,134.0,Grenoble,Orcières,Stage with mountain(s),Luis Ocaña,ESP
1059,12,1971-07-10,251.0,Orcières,Marseille,Plain stage,Luciano Armani,ITA
1060,13,1971-07-11,16.3,Albi,Albi,Individual time trial,Eddy Merckx,BEL
1061,14,1971-07-12,214.5,Revel,Luchon,Stage with mountain(s),José Manuel Fuente,ESP
1062,15,1971-07-13,19.6,Luchon,Superbagnères,Stage with mountain(s),José Manuel Fuente,ESP
1063,16a,1971-07-14,145.0,Luchon,Gourette,Stage with mountain(s),Bernard Labourdette,FRA
1064,16b,1971-07-14,57.5,Gourette,Pau,Plain stage,Herman Van Springel,BEL
1065,17,1971-07-15,188.0,Mont-de-Marsan,Bordeaux,Plain stage,Eddy Merckx,BEL
1066,18,1971-07-16,244.0,Bordeaux,Poitiers,Plain stage,Jean-Pierre Danguillaume,FRA
1067,19,1971-07-17,185.0,Blois,Versailles,Plain stage,Jan Krekels,NED
1068,20,1971-07-18,53.8,Versailles,Paris,Individual time trial,Eddy Merckx,BEL
1069,P,1970-06-27,7.4,Limoges,Limoges,Individual time trial,Eddy Merckx,BEL
1070,1,1970-06-27,224.5,Limoges,La Rochelle,Plain stage,Cyrille Guimard,FRA
1071,2,1970-06-28,200.0,La Rochelle,Angers,Plain stage,Italo Zilioli,ITA
1073,3b,1970-06-29,140.0,Angers,Rennes,Plain stage,Marino Basso,ITA
1074,4,1970-06-30,229.0,Rennes,Lisieux,Plain stage,Walter Godefroot,BEL
1075,5a,1970-07-01,94.5,Lisieux,Rouen,Plain stage,Walter Godefroot,BEL
1076,5b,1970-07-01,223.0,Rouen,Amiens,Plain stage,Jozef Spruyt,BEL
1077,6,1970-07-02,135.5,Amiens,Valenciennes,Plain stage,Roger De Vlaeminck,BEL
1078,7a,1970-07-03,120.0,Valenciennes,Forest,Plain stage,Eddy Merckx,BEL
1079,7b,1970-07-03,7.2,Forest,Forest,Individual time trial,José Antonio Gonzalez Linares,ESP
1080,8,1970-07-04,232.5,Ciney,Felsberg,Plain stage,Alain Vasseur,FRA
1081,9,1970-07-05,269.5,Saarlouis,Mulhouse,Stage with mountain(s),Mogens Frey,DEN
1082,10,1970-07-06,241.0,Belfort,Divonne-les-Bains,Stage with mountain(s),Eddy Merckx,BEL
1083,11a,1970-07-07,8.8,Divonne-les-Bains,Divonne-les-Bains,Individual time trial,Eddy Merckx,BEL
1084,11b,1970-07-07,139.5,Divonne-les-Bains,Thonon-les-Bains,Stage with mountain(s),Marino Basso,ITA
1085,12,1970-07-08,194.0,Thonon-les-Bains,Grenoble,Stage with mountain(s),Eddy Merckx,BEL
1086,13,1970-07-09,194.5,Grenoble,Gap,Stage with mountain(s),Primo Mori,ITA
1087,14,1970-07-10,170.0,Gap,Mont Ventoux,Stage with mountain(s),Eddy Merckx,BEL
1088,15,1970-07-11,140.5,Carpentras,Montpellier,Plain stage,Marinus Wagtmans,NED
1089,16,1970-07-12,160.0,Montpellier,Toulouse,Plain stage,Albert Van Vlierberghe,BEL
1090,17,1970-07-13,190.0,Toulouse,Saint-Gaudens,Plain stage,Luis Ocaña,ESP
1091,18,1970-07-14,135.5,Saint-Gaudens,La Mongie,Stage with mountain(s),Bernard Thévenet,FRA
1092,19,1970-07-15,185.5,Bagnères-de-Bigorre,Mourenx,Stage with mountain(s),Christian Raymond,FRA
1093,20a,1970-07-16,223.5,Mourenx,Bordeaux,Plain stage,Rolf Wolfshohl,FRG
1094,20b,1970-07-16,8.2,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
1095,21,1970-07-17,191.5,Ruffec,Tours,Plain stage,Marino Basso,ITA
1096,22,1970-07-18,238.5,Tours,Versailles,Plain stage,Jean-Pierre Danguillaume,FRA
1097,23,1970-07-19,54.0,Versailles,Paris,Individual time trial,Eddy Merckx,BEL
1098,P,1969-06-28,10.0,Roubaix,Roubaix,Individual time trial,Rudi Altig,GER
1099,1a,1969-06-29,147.0,Roubaix,Sint-Pieters-Woluwe,Plain stage,Marino Basso,ITA
1101,2,1969-06-30,182.0,Sint-Pieters-Woluwe,Maastricht,Plain stage,Julien Stevens,BEL
1102,3,1969-07-01,213.0,Maastricht,Charleville-Mézières,Plain stage,Eric Leman,BEL
1103,4,1969-07-02,214.0,Charleville-Mézières,Nancy,Plain stage,Rik Van Looy,BEL
1104,5,1969-07-03,194.0,Nancy,Mulhouse,Stage with mountain(s),Joaquim Agostinho,POR
1105,6,1969-07-04,133.0,Mulhouse,Ballon d’Alsace,Stage with mountain(s),Eddy Merckx,BEL
1106,7,1969-07-05,241.0,Belfort,Divonne-les-Bains,Stage with mountain(s),Mariano Diaz,ESP
1107,8a,1969-07-06,9.0,Divonne-les-Bains,Divonne-les-Bains,Individual time trial,Eddy Merckx,BEL
1108,8b,1969-07-06,137.0,Divonne-les-Bains,Thonon-les-Bains,Stage with mountain(s),Michele Dancelli,ITA
1109,9,1969-07-07,111.0,Thonon-les-Bains,Chamonix,Stage with mountain(s),Roger Pingeon,FRA
1110,10,1969-07-08,221.0,Chamonix,Briançon,Stage with mountain(s),Herman Van Springel,BEL
1111,11,1969-07-09,198.0,Briançon,Digne,Stage with mountain(s),Eddy Merckx,BEL
1112,12,1969-07-10,161.0,Digne,Aubagne,Stage with mountain(s),Felice Gimondi,ITA
1113,13,1969-07-11,196.0,Aubagne,La Grande-Motte,Plain stage,Guido Reybrouck,BEL
1114,14,1969-07-12,234.0,La Grande-Motte,Revel,Plain stage,Joaquim Agostinho,POR
1115,15,1969-07-13,19.0,Revel,Revel,Individual time trial,Eddy Merckx,BEL
1116,16,1969-07-14,199.0,Castelnaudary,Luchon,Stage with mountain(s),Raymond Delisle,FRA
1117,17,1969-07-15,214.0,Luchon,Mourenx,Stage with mountain(s),Eddy Merckx,BEL
1118,18,1969-07-16,201.0,Mourenx,Bordeaux,Plain stage,Barry Hoban,GBR
1119,19,1969-07-17,193.0,Bordeaux,Brive,Plain stage,Barry Hoban,GBR
1120,20,1969-07-18,198.0,Brive,Puy de Dôme,Stage with mountain(s),Pierre Matignon,FRA
1121,21,1969-07-19,329.0,Clermont-Ferrand,Montargis,Plain stage,Herman Van Springel,BEL
1122,22a,1969-07-20,111.0,Montargis,Créteil,Plain stage,Jozef Spruyt,BEL
1123,22b,1969-07-20,37.0,Créteil,Paris,Individual time trial,Eddy Merckx,BEL
1124,1a,1968-06-27,6.1,Vittel,Vittel,Individual time trial,Charly Grosskost,FRA
1125,1b,1968-06-28,189.0,Vittel,Esch-sur-Alzette,Plain stage,Charly Grosskost,FRA
1126,2,1968-06-29,210.5,Arlon,Forest,Plain stage,Eric de Vlaeminck,BEL
1128,3b,1968-06-30,112.0,Forest,Roubaix,Plain stage,Walter Godefroot,BEL
1129,4,1968-07-01,238.0,Roubaix,Rouen,Plain stage,Georges Chappe,FRA
1130,5a,1968-07-02,165.0,Rouen,Bagnoles-de-l'Orne,Plain stage,André Desvages,FRA
1131,5b,1968-07-02,154.5,Bagnoles-de-l'Orne,Dinard,Plain stage,Jean Dumont,FRA
1132,6,1968-07-03,188.0,Dinard,Lorient,Plain stage,Aurelio González Puente,ESP
1133,7,1968-07-04,190.0,Lorient,Nantes,Plain stage,Franco Bitossi,ITA
1134,8,1968-07-05,223.0,Nantes,Royan,Plain stage,Daniel van Ryckeghem,BEL
1135,9,1968-07-07,137.5,Royan,Bordeaux,Plain stage,Walter Godefroot,BEL
1136,10,1968-07-08,202.5,Bordeaux,Bayonne,Plain stage,Gilbert Bellone,FRA
1137,11,1968-07-09,183.5,Bayonne,Pau,Plain stage,Daniel van Ryckeghem,BEL
1138,12,1968-07-10,226.5,Pau,Saint-Gaudens,Stage with mountain(s),Georges Pintens,BEL
1139,13,1968-07-11,208.5,Saint-Gaudens,La Seu d'Urgell,Stage with mountain(s),Herman Van Springel,BEL
1140,14,1968-07-12,231.5,La Seu d'Urgell,Perpignan,Stage with mountain(s),Jan Janssen,NED
1141,15,1968-07-14,250.5,Font-Romeu-Odeillo-Via,Albi,Plain stage,Roger Pingeon,FRA
1142,16,1968-07-15,199.0,Albi,Aurillac,Plain stage,Franco Bitossi,ITA
1143,17,1968-07-16,236.5,Aurillac,Saint-Étienne,Stage with mountain(s),Jean-Pierre Genet,FRA
1144,18,1968-07-17,235.0,Saint-Étienne,Grenoble,Stage with mountain(s),Roger Pingeon,FRA
1145,19,1968-07-18,200.0,Grenoble,Sallanches,Stage with mountain(s),Barry Hoban,GBR
1146,20,1968-07-19,242.5,Sallanches,Besançon,Stage with mountain(s),Jozef Huysmans,BEL
1147,21,1968-07-20,242.0,Besançon,Auxerre,Plain stage,Eric Leman,BEL
1148,22a,1968-07-21,136.0,Auxerre,Melun,Plain stage,Maurice Izier,FRA
1149,22b,1968-07-21,55.2,Melun,Paris,Individual time trial,Jan Janssen,NED
1150,1a,1967-06-29,5.775,Angers,Angers,Individual time trial,José-Maria Errandonea,ESP
1151,1b,1967-06-30,185.5,Angers,Saint-Malo,Plain stage,Walter Godefroot,BEL
1152,2,1967-07-01,180.0,Saint-Malo,Caen,Plain stage,Willy Van Neste,BEL
1153,3,1967-07-02,248.0,Caen,Amiens,Plain stage,Marino Basso,ITA
1154,4,1967-07-03,191.0,Amiens,Roubaix,Plain stage,Guido Reybrouck,BEL
1155,5a,1967-07-04,172.0,Roubaix,Jambes,Plain stage,Roger Pingeon,FRA
1157,6,1967-07-05,238.0,Jambes,Metz,Plain stage,Herman Van Springel,BEL
1158,7,1967-07-06,205.5,Metz,Strasbourg,Stage with mountain(s),Michael Wright,GBR
1159,8,1967-07-07,215.0,Strasbourg,Belfort/Ballon d’Alsace,Stage with mountain(s),Lucien Aimar,FRA
1160,9,1967-07-09,238.5,Belfort,Divonne-les-Bains,Stage with mountain(s),Guido Reybrouck,BEL
1161,10,1967-07-10,243.0,Divonne-les-Bains,Briançon,Stage with mountain(s),Felice Gimondi,ITA
1162,11,1967-07-11,197.0,Briançon,Digne,Stage with mountain(s),José Samyn,FRA
1163,12,1967-07-12,207.5,Digne,Marseille,Plain stage,Raymond Riotte,FRA
1164,13,1967-07-13,211.5,Marseille,Carpentras,Stage with mountain(s),Jan Janssen,NED
1165,14,1967-07-14,201.5,Carpentras,Sète,Plain stage,Barry Hoban,GBR
1166,15,1967-07-16,230.5,Sète,Toulouse,Plain stage,Rolf Wolfshohl,FRG
1167,16,1967-07-17,188.0,Toulouse,Luchon,Stage with mountain(s),Fernando Manzaneque,ESP
1168,17,1967-07-18,250.0,Luchon,Pau,Stage with mountain(s),Raymond Mastrotto,FRA
1169,18,1967-07-19,206.5,Pau,Bordeaux,Plain stage,Marino Basso,ITA
1170,19,1967-07-20,217.0,Bordeaux,Limoges,Plain stage,Jean Stablinski,FRA
1171,20,1967-07-21,222.0,Limoges,Puy de Dôme,Stage with mountain(s),Felice Gimondi,ITA
1172,21,1967-07-22,359.0,Clermont-Ferrand,Fontainebleau,Plain stage,Paul Lemeteyer,FRA
1173,22a,1967-07-23,104.0,Fontainebleau,Versailles,Plain stage,René Binggeli,SUI
1174,22b,1967-07-23,46.6,Versailles,Paris,Individual time trial,Raymond Poulidor,FRA
1175,1,1966-06-21,209.0,Nancy,Charleville,Plain stage,Rudi Altig,FRG
1176,2,1966-06-22,198.0,Charleville,Tournai,Plain stage,Guido Reybrouck,BEL
1178,3b,1966-06-23,131.0,Tournai,Dunkirk,Plain stage,Gerben Karstens,NED
1179,4,1966-06-24,205.0,Dunkirk,Dieppe,Plain stage,Willy Planckaert,BEL
1180,5,1966-06-25,178.0,Dieppe,Caen,Plain stage,Franco Bitossi,ITA
1181,6,1966-06-26,217.0,Caen,Angers,Plain stage,Edward Sels,BEL
1182,7,1966-06-27,252.0,Angers,Royan,Plain stage,Albert Van Vlierberghe,BEL
1183,8,1966-06-28,138.0,Royan,Bordeaux,Plain stage,Willy Planckaert,BEL
1184,9,1966-06-29,201.0,Bordeaux,Bayonne,Plain stage,Gerben Karstens,NED
1185,10,1966-06-30,234.0,Bayonne,Pau,Stage with mountain(s),Tommaso de Pra,ITA
1186,11,1966-07-01,188.0,Pau,Luchon,Stage with mountain(s),Guido Marcello Mugnaini,ITA
1187,12,1966-07-03,219.0,Luchon,Revel,Stage with mountain(s),Rudi Altig,FRG
1188,13,1966-07-04,191.0,Revel,Sète,Plain stage,Georges Vandenberghe,BEL
1189,14a,1966-07-05,144.0,Montpellier,Vals-les-Bains,Plain stage,Jo de Roo,NED
1190,14b,1966-07-05,20.0,Vals-les-Bains,Vals-les-Bains,Individual time trial,Raymond Poulidor,FRA
1191,15,1966-07-06,203.0,Privas,Le Bourg-d'Oisans,Stage with mountain(s),Luís Otano,ESP
1192,16,1966-07-07,148.0,Le Bourg-d'Oisans,Briançon,Stage with mountain(s),Julio Jiménez,ESP
1193,17,1966-07-08,160.0,Briançon,Turin,Stage with mountain(s),Franco Bitossi,ITA
1194,18,1966-07-10,188.0,Ivrea,Chamonix,Stage with mountain(s),Edy Schutz,LUX
1195,19,1966-07-11,265.0,Chamonix,Saint-Étienne,Stage with mountain(s),Ferdinand Bracke,BEL
1196,20,1966-07-12,223.0,Saint-Étienne,Montluçon,Plain stage,Henk Nijdam,NED
1197,21,1966-07-13,232.0,Montluçon,Orléans,Plain stage,Pierre Beuffeuil,FRA
1198,22a,1966-07-14,111.0,Orléans,Rambouillet,Plain stage,Edward Sels,BEL
1199,22b,1966-07-14,51.0,Rambouillet,Paris,Individual time trial,Rudi Altig,FRG
1200,1a,1965-06-22,149.0,Cologne,Liège,Plain stage,Rik Van Looy,BEL
1202,2,1965-06-23,200.5,Liège,Roubaix,Plain stage,Bernard Van De Kerkhove,BEL
1203,3,1965-06-24,240.0,Roubaix,Rouen,Plain stage,Felice Gimondi,ITA
1204,4,1965-06-25,227.0,Caen,Saint-Brieuc,Plain stage,Edgard Sorgeloos,BEL
1205,5a,1965-06-26,147.0,Saint-Brieuc,Châteaulin,Plain stage,Cees van Espen,NED
1206,5b,1965-06-26,26.7,Châteaulin,Châteaulin,Individual time trial,Raymond Poulidor,FRA
1207,6,1965-06-27,210.5,Quimper,La Baule,Plain stage,Guido Reybroeck,BEL
1208,7,1965-06-28,219.0,La Baule,La Rochelle,Plain stage,Edward Sels,BEL
1209,8,1965-06-29,197.5,La Rochelle,Bordeaux,Plain stage,Johan de Roo,NED
1210,9,1965-06-30,226.5,Dax,Bagnères-de-Bigorre,Stage with mountain(s),Julio Jiménez,ESP
1211,10,1965-07-01,222.5,Bagnères-de-Bigorre,Ax-les-Thermes,Stage with mountain(s),Guido Reybroeck,BEL
1212,11,1965-07-02,240.5,Ax-les-Thermes,Barcelona,Stage with mountain(s),José Perez-Frances,ESP
1213,12,1965-07-04,219.0,Barcelona,Perpignan,Plain stage,Jan Janssen,NED
1214,13,1965-07-05,164.0,Perpignan,Montpellier,Plain stage,Adriano Durante,ITA
1215,14,1965-07-06,173.0,Montpellier,Mont Ventoux,Stage with mountain(s),Raymond Poulidor,FRA
1216,15,1965-07-07,167.5,Carpentras,Gap,Stage with mountain(s),Giuseppe Fezzardi,ITA
1217,16,1965-07-08,177.0,Gap,Briançon,Stage with mountain(s),Joaquim Galera,ESP
1218,17,1965-07-09,193.5,Briançon,Aix-les-Bains,Stage with mountain(s),Julio Jiménez,ESP
1219,18,1965-07-10,26.9,Aix-les-Bains,Le Revard,Mountain time trial,Felice Gimondi,ITA
1220,19,1965-07-11,165.0,Aix-les-Bains,Lyon,Stage with mountain(s),Rik Van Looy,BEL
1221,20,1965-07-12,198.5,Lyon,Auxerre,Plain stage,Michael Wright,GBR
1222,21,1965-07-13,225.5,Auxerre,Versailles,Plain stage,Gerben Karstens,NED
1223,22,1965-07-14,37.8,Versailles,Paris,Individual time trial,Felice Gimondi,ITA
1224,1,1964-06-22,215.0,Rennes,Lisieux,Plain stage,Edward Sels,BEL
1225,2,1964-06-23,208.0,Lisieux,Amiens,Plain stage,André Darrigade,FRA
1226,3a,1964-06-24,197.0,Amiens,Forest,Plain stage,Bernard Vandekerkhove,BEL
1228,4,1964-06-25,292.0,Forest,Metz,Plain stage,Rudi Altig,GER
